2018-10-07 18:49:14,496 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Time:1
2018-10-07 18:49:14,523 [DEBUG|FireBrigade/1266203310|TestSearchForFire] Time:1
2018-10-07 18:49:14,523 [DEBUG|FireBrigade/1266203310|TestSearchForFire] unsearchedBuildingIDs:[16901, 23877, 13512, 21130, 17229, 25421, 26704, 35536, 35601, 20306, 33043, 35667, 15955, 33048, 14040, 26074, 35676, 26336, 19236, 19046, 35686, 35687, 20337, 25394, 20276, 15349, 21304, 26171, 22779, 20478]
2018-10-07 18:49:14,646 [DEBUG|FireBrigade/1266203310|TestSearchForFire] best path is:[3246, 620, 4659, 6612, 34443, 34442, 3570, 5199, 7764, 8844, 1471, 2427, 7035, 3615, 33817, 5568, 965, 3237, 7512, 1326, 7503, 33449, 20291, 20276]
2018-10-07 18:49:14,646 [DEBUG|FireBrigade/1266203310|TestSearchForFire] choosed:33449
2018-10-07 18:54:46,322 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Time:2
2018-10-07 18:54:46,378 [DEBUG|FireBrigade/1266203310|TestSearchForFire] Time:2
2018-10-07 18:54:46,379 [DEBUG|FireBrigade/1266203310|TestSearchForFire] unsearchedBuildingIDs:[16901, 23877, 13512, 21130, 17229, 25421, 26704, 35536, 35601, 20306, 33043, 35667, 15955, 33048, 14040, 26074, 35676, 26336, 19236, 19046, 35686, 35687, 20337, 25394, 20276, 15349, 21304, 26171, 22779, 20478]
2018-10-07 18:54:46,397 [DEBUG|FireBrigade/1266203310|TestSearchForFire] best path is:[3246, 620, 4659, 6612, 34443, 34442, 3570, 5199, 7764, 8844, 1471, 2427, 7035, 3615, 33817, 5568, 965, 3237, 7512, 1326, 7503, 33449, 20291, 20276]
2018-10-07 18:54:46,412 [DEBUG|FireBrigade/1266203310|TestSearchForFire] choosed:33449
2018-10-07 18:54:47,805 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Time:3
2018-10-07 18:54:47,806 [DEBUG|FireBrigade/1266203310|TestSearchForFire] Time:3
2018-10-07 18:54:47,806 [DEBUG|FireBrigade/1266203310|TestSearchForFire] unsearchedBuildingIDs:[16901, 23877, 13512, 21130, 17229, 25421, 26704, 35536, 35601, 20306, 33043, 35667, 15955, 33048, 14040, 26074, 35676, 26336, 19236, 19046, 35686, 35687, 20337, 25394, 20276, 15349, 21304, 26171, 22779, 20478]
2018-10-07 18:54:47,815 [DEBUG|FireBrigade/1266203310|TestSearchForFire] best path is:[3246, 620, 4659, 6612, 34443, 34442, 3570, 5199, 7764, 8844, 1471, 2427, 7035, 3615, 33817, 5568, 965, 3237, 7512, 1326, 7503, 33449, 20291, 20276]
2018-10-07 18:54:47,816 [DEBUG|FireBrigade/1266203310|TestSearchForFire] choosed:33449
2018-10-07 18:54:52,381 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Time:4
2018-10-07 18:54:52,404 [DEBUG|FireBrigade/1266203310|TestSearchForFire] Time:4
2018-10-07 18:54:52,407 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] ====================================================================
2018-10-07 18:54:52,408 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Fire Building: [Building (28812)]
2018-10-07 18:54:52,408 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Cluster Fire Building: []
2018-10-07 18:54:52,408 [DEBUG|FireBrigade/1266203310|TestSearchForFire] unsearchedBuildingIDs:[16901, 23877, 13512, 21130, 17229, 25421, 26704, 35536, 35601, 20306, 33043, 35667, 15955, 33048, 14040, 26074, 35676, 26336, 19236, 19046, 35686, 35687, 20337, 25394, 20276, 15349, 21304, 26171, 22779, 20478]
2018-10-07 18:54:52,410 [DEBUG|FireBrigade/1266203310|TestSearchForFire] best path is:[3246, 620, 4659, 6612, 34443, 34442, 3570, 5199, 7764, 8844, 1471, 2427, 7035, 3615, 33817, 5568, 965, 3237, 7512, 1326, 7503, 33449, 20291, 20276]
2018-10-07 18:54:52,715 [DEBUG|FireBrigade/1266203310|TestSearchForFire] choosed:33449
2018-10-07 18:54:56,932 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Time:5
2018-10-07 18:54:57,081 [DEBUG|FireBrigade/1266203310|TestSearchForFire] Time:5
2018-10-07 18:54:57,223 [DEBUG|FireBrigade/1266203310|TestSearchForFire] unsearchedBuildingIDs:[16901, 23877, 13512, 21130, 17229, 25421, 26704, 35536, 35601, 20306, 33043, 35667, 15955, 33048, 14040, 26074, 35676, 26336, 19236, 19046, 35686, 35687, 20337, 25394, 20276, 15349, 21304, 26171, 22779, 20478]
2018-10-07 18:54:57,223 [DEBUG|FireBrigade/1266203310|TestSearchForFire] best path is:[3246, 620, 4659, 6612, 34443, 34442, 3570, 5199, 7764, 8844, 1471, 2427, 7035, 3615, 33817, 5568, 965, 3237, 7512, 1326, 7503, 33449, 20291, 20276]
2018-10-07 18:54:57,223 [DEBUG|FireBrigade/1266203310|TestSearchForFire] choosed:33449
2018-10-07 18:54:57,368 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Time:6
2018-10-07 18:54:57,507 [DEBUG|FireBrigade/1266203310|TestSearchForFire] Time:6
2018-10-07 18:54:57,527 [DEBUG|FireBrigade/1266203310|TestSearchForFire] unsearchedBuildingIDs:[16901, 23877, 13512, 21130, 17229, 25421, 26704, 35536, 35601, 20306, 33043, 35667, 15955, 33048, 14040, 26074, 35676, 26336, 19236, 19046, 35686, 35687, 20337, 25394, 20276, 15349, 21304, 26171, 22779, 20478]
2018-10-07 18:54:57,538 [DEBUG|FireBrigade/1266203310|TestSearchForFire] best path is:[3246, 620, 4659, 6612, 34443, 34442, 3570, 5199, 7764, 8844, 1471, 2427, 7035, 3615, 33817, 5568, 965, 3237, 7512, 1326, 7503, 33449, 20291, 20276]
2018-10-07 18:54:57,622 [DEBUG|FireBrigade/1266203310|TestSearchForFire] choosed:33449
2018-10-07 18:55:00,060 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Time:7
2018-10-07 18:55:00,061 [DEBUG|FireBrigade/1266203310|TestSearchForFire] Time:7
2018-10-07 18:55:00,061 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] ====================================================================
2018-10-07 18:55:00,061 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Fire Building: [Building (29979)]
2018-10-07 18:55:00,061 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Cluster Fire Building: []
2018-10-07 18:55:00,061 [DEBUG|FireBrigade/1266203310|TestSearchForFire] unsearchedBuildingIDs:[16901, 23877, 13512, 21130, 17229, 25421, 26704, 35536, 35601, 20306, 33043, 35667, 15955, 33048, 14040, 26074, 35676, 26336, 19236, 19046, 35686, 35687, 20337, 25394, 20276, 15349, 21304, 26171, 22779, 20478]
2018-10-07 18:55:00,062 [DEBUG|FireBrigade/1266203310|TestSearchForFire] best path is:[3246, 620, 4659, 6612, 34443, 34442, 3570, 5199, 7764, 8844, 1471, 2427, 7035, 3615, 33817, 5568, 965, 3237, 7512, 1326, 7503, 33449, 20291, 20276]
2018-10-07 18:55:00,062 [DEBUG|FireBrigade/1266203310|TestSearchForFire] choosed:33449
2018-10-07 18:55:03,162 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Time:8
2018-10-07 18:55:03,164 [DEBUG|FireBrigade/1266203310|TestSearchForFire] Time:8
2018-10-07 18:55:03,165 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] ====================================================================
2018-10-07 18:55:03,165 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Fire Building: [Building (29979)]
2018-10-07 18:55:03,165 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Cluster Fire Building: []
2018-10-07 18:55:03,165 [DEBUG|FireBrigade/1266203310|TestSearchForFire] unsearchedBuildingIDs:[16901, 23877, 13512, 21130, 17229, 25421, 26704, 35536, 35601, 20306, 33043, 35667, 15955, 33048, 14040, 26074, 35676, 26336, 19236, 19046, 35686, 35687, 20337, 25394, 20276, 15349, 21304, 26171, 22779, 20478]
2018-10-07 18:55:03,165 [DEBUG|FireBrigade/1266203310|TestSearchForFire] best path is:[3246, 620, 4659, 6612, 34443, 34442, 3570, 5199, 7764, 8844, 1471, 2427, 7035, 3615, 33817, 5568, 965, 3237, 7512, 1326, 7503, 33449, 20291, 20276]
2018-10-07 18:55:03,165 [DEBUG|FireBrigade/1266203310|TestSearchForFire] choosed:33449
2018-10-07 18:55:07,392 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Time:9
2018-10-07 18:55:07,392 [DEBUG|FireBrigade/1266203310|TestSearchForFire] Time:9
2018-10-07 18:55:07,394 [DEBUG|FireBrigade/1266203310|TestSearchForFire] unsearchedBuildingIDs:[16901, 23877, 13512, 21130, 17229, 25421, 26704, 35536, 35601, 20306, 33043, 35667, 15955, 33048, 14040, 26074, 35676, 26336, 19236, 19046, 35686, 35687, 20337, 25394, 20276, 15349, 21304, 26171, 22779, 20478]
2018-10-07 18:55:07,394 [DEBUG|FireBrigade/1266203310|TestSearchForFire] best path is:[3246, 620, 4659, 6612, 34443, 34442, 3570, 5199, 7764, 8844, 1471, 2427, 7035, 3615, 33817, 5568, 965, 3237, 7512, 1326, 7503, 33449, 20291, 20276]
2018-10-07 18:55:07,394 [DEBUG|FireBrigade/1266203310|TestSearchForFire] choosed:33449
2018-10-07 18:55:09,772 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Time:10
2018-10-07 18:55:09,774 [DEBUG|FireBrigade/1266203310|TestSearchForFire] Time:10
2018-10-07 18:55:09,774 [DEBUG|FireBrigade/1266203310|TestSearchForFire] unsearchedBuildingIDs:[16901, 23877, 13512, 21130, 17229, 25421, 26704, 35536, 35601, 20306, 33043, 35667, 15955, 33048, 14040, 26074, 35676, 26336, 19236, 19046, 35686, 35687, 20337, 25394, 20276, 15349, 21304, 26171, 22779, 20478]
2018-10-07 18:55:09,774 [DEBUG|FireBrigade/1266203310|TestSearchForFire] best path is:[3246, 620, 4659, 6612, 34443, 34442, 3570, 5199, 7764, 8844, 1471, 2427, 7035, 3615, 33817, 5568, 965, 3237, 7512, 1326, 7503, 33449, 20291, 20276]
2018-10-07 18:55:09,774 [DEBUG|FireBrigade/1266203310|TestSearchForFire] choosed:33449
2018-10-07 18:55:13,218 [DEBUG|FireBrigade/1266203310|TestBuildingDetector] Time:11
2018-10-07 18:55:13,219 [DEBUG|FireBrigade/1266203310|TestSearchForFire] Time:11
2018-10-07 18:55:13,230 [DEBUG|FireBrigade/1266203310|TestSearchForFire] unsearchedBuildingIDs:[16901, 23877, 13512, 21130, 17229, 25421, 26704, 35536, 35601, 20306, 33043, 35667, 15955, 33048, 14040, 26074, 35676, 26336, 19236, 19046, 35686, 35687, 20337, 25394, 20276, 15349, 21304, 26171, 22779, 20478]
