2018-10-07 18:49:14,721 [DEBUG|FireBrigade/149795089|TestBuildingDetector] Time:1
2018-10-07 18:49:14,769 [DEBUG|FireBrigade/149795089|TestSearchForFire] Time:1
2018-10-07 18:49:14,783 [DEBUG|FireBrigade/149795089|TestSearchForFire] unsearchedBuildingIDs:[16901, 21130, 36366, 36367, 35601, 33043, 36372, 33048, 13850, 35354, 24476, 19236, 36263, 25128, 12845, 36271, 16818, 25394, 20276, 13877, 33078, 21304, 33083, 10046, 19262, 36294, 13512, 33482, 25421, 29262, 35536, 35667, 15955, 22998, 21976, 19544, 28505, 33114, 26336, 25958, 19046, 35686, 11497, 20337, 36467, 36468, 15349, 36469, 36343, 36475, 36476]
2018-10-07 18:49:14,784 [DEBUG|FireBrigade/149795089|TestSearchForFire] best path is:[3012, 7575, 352, 4155, 33357, 4956, 7080, 2526, 3462, 35911, 35914, 35918, 35920, 35923, 19061, 19046]
2018-10-07 18:49:14,784 [DEBUG|FireBrigade/149795089|TestSearchForFire] choosed:35923
2018-10-07 18:54:46,336 [DEBUG|FireBrigade/149795089|TestBuildingDetector] Time:2
2018-10-07 18:54:46,337 [DEBUG|FireBrigade/149795089|TestSearchForFire] Time:2
2018-10-07 18:54:46,337 [DEBUG|FireBrigade/149795089|TestSearchForFire] unsearchedBuildingIDs:[16901, 21130, 36366, 36367, 35601, 33043, 36372, 33048, 13850, 35354, 24476, 19236, 36263, 25128, 12845, 36271, 16818, 25394, 20276, 13877, 33078, 21304, 33083, 10046, 19262, 36294, 13512, 33482, 25421, 29262, 35536, 35667, 15955, 22998, 21976, 19544, 28505, 33114, 26336, 25958, 19046, 35686, 11497, 20337, 36467, 36468, 15349, 36469, 36343, 36475, 36476]
2018-10-07 18:54:46,338 [DEBUG|FireBrigade/149795089|TestSearchForFire] best path is:[3012, 7575, 352, 4155, 33357, 4956, 7080, 2526, 3462, 35911, 35914, 35918, 35920, 35923, 19061, 19046]
2018-10-07 18:54:46,338 [DEBUG|FireBrigade/149795089|TestSearchForFire] choosed:35923
2018-10-07 18:54:48,118 [DEBUG|FireBrigade/149795089|TestBuildingDetector] Time:3
2018-10-07 18:54:48,124 [DEBUG|FireBrigade/149795089|TestSearchForFire] Time:3
2018-10-07 18:54:48,124 [DEBUG|FireBrigade/149795089|TestSearchForFire] unsearchedBuildingIDs:[16901, 21130, 36366, 36367, 35601, 33043, 36372, 33048, 13850, 35354, 24476, 19236, 36263, 25128, 12845, 36271, 16818, 25394, 20276, 13877, 33078, 21304, 33083, 10046, 19262, 36294, 13512, 33482, 25421, 29262, 35536, 35667, 15955, 22998, 21976, 19544, 28505, 33114, 26336, 25958, 19046, 35686, 11497, 20337, 36467, 36468, 15349, 36469, 36343, 36475, 36476]
2018-10-07 18:54:48,124 [DEBUG|FireBrigade/149795089|TestSearchForFire] best path is:[3012, 7575, 352, 4155, 33357, 4956, 7080, 2526, 3462, 35911, 35914, 35918, 35920, 35923, 19061, 19046]
2018-10-07 18:54:48,124 [DEBUG|FireBrigade/149795089|TestSearchForFire] choosed:35923
2018-10-07 18:54:52,469 [DEBUG|FireBrigade/149795089|TestBuildingDetector] Time:4
2018-10-07 18:54:52,806 [DEBUG|FireBrigade/149795089|TestSearchForFire] Time:4
2018-10-07 18:54:52,833 [DEBUG|FireBrigade/149795089|TestBuildingDetector] ====================================================================
2018-10-07 18:54:52,971 [DEBUG|FireBrigade/149795089|TestBuildingDetector] Fire Building: [Building (28812)]
2018-10-07 18:54:52,971 [DEBUG|FireBrigade/149795089|TestBuildingDetector] Cluster Fire Building: []
2018-10-07 18:54:52,971 [DEBUG|FireBrigade/149795089|TestSearchForFire] unsearchedBuildingIDs:[16901, 21130, 36366, 36367, 35601, 33043, 36372, 33048, 13850, 35354, 24476, 19236, 36263, 25128, 12845, 36271, 16818, 25394, 20276, 13877, 33078, 21304, 33083, 10046, 19262, 36294, 13512, 33482, 25421, 29262, 35536, 35667, 15955, 22998, 21976, 19544, 28505, 33114, 26336, 25958, 19046, 35686, 11497, 20337, 36467, 36468, 15349, 36469, 36343, 36475, 36476]
2018-10-07 18:54:52,972 [DEBUG|FireBrigade/149795089|TestSearchForFire] best path is:[4956, 7080, 2526, 3462, 35911, 35914, 35918, 35920, 35923, 19061, 19046]
2018-10-07 18:54:52,972 [DEBUG|FireBrigade/149795089|TestSearchForFire] choosed:35923
2018-10-07 18:54:56,971 [DEBUG|FireBrigade/149795089|TestBuildingDetector] Time:5
2018-10-07 18:54:56,974 [DEBUG|FireBrigade/149795089|TestSearchForFire] Time:5
2018-10-07 18:54:56,983 [DEBUG|FireBrigade/149795089|TestSearchForFire] unsearchedBuildingIDs:[16901, 21130, 36366, 36367, 35601, 33043, 36372, 33048, 13850, 35354, 24476, 19236, 36263, 25128, 12845, 36271, 16818, 25394, 20276, 13877, 33078, 21304, 33083, 10046, 19262, 36294, 13512, 33482, 25421, 29262, 35536, 35667, 15955, 22998, 21976, 19544, 28505, 33114, 26336, 25958, 19046, 35686, 11497, 20337, 36467, 36468, 15349, 36469, 36343, 36475, 36476]
2018-10-07 18:54:56,983 [DEBUG|FireBrigade/149795089|TestSearchForFire] best path is:[35911, 35914, 35918, 35920, 35923, 19061, 19046]
2018-10-07 18:54:56,983 [DEBUG|FireBrigade/149795089|TestSearchForFire] choosed:35923
2018-10-07 18:54:57,484 [DEBUG|FireBrigade/149795089|TestBuildingDetector] Time:6
2018-10-07 18:54:57,486 [DEBUG|FireBrigade/149795089|TestSearchForFire] Time:6
2018-10-07 18:54:57,502 [DEBUG|FireBrigade/149795089|TestSearchForFire] unsearchedBuildingIDs:[16901, 21130, 36366, 36367, 35601, 33043, 36372, 33048, 13850, 35354, 24476, 19236, 36263, 25128, 12845, 36271, 16818, 25394, 20276, 13877, 33078, 21304, 33083, 10046, 19262, 36294, 13512, 33482, 25421, 29262, 35536, 35667, 15955, 22998, 21976, 19544, 28505, 33114, 26336, 25958, 19046, 35686, 11497, 20337, 36467, 36468, 15349, 36469, 36343, 36475, 36476]
2018-10-07 18:54:57,541 [DEBUG|FireBrigade/149795089|TestSearchForFire] best path is:[35911, 35914, 35918, 35920, 35923, 19061, 19046]
2018-10-07 18:54:57,541 [DEBUG|FireBrigade/149795089|TestSearchForFire] choosed:35923
2018-10-07 18:55:00,084 [DEBUG|FireBrigade/149795089|TestBuildingDetector] Time:7
2018-10-07 18:55:00,218 [DEBUG|FireBrigade/149795089|TestSearchForFire] Time:7
2018-10-07 18:55:00,219 [DEBUG|FireBrigade/149795089|TestBuildingDetector] ====================================================================
2018-10-07 18:55:00,222 [DEBUG|FireBrigade/149795089|TestBuildingDetector] Fire Building: [Building (29979)]
2018-10-07 18:55:00,222 [DEBUG|FireBrigade/149795089|TestBuildingDetector] Cluster Fire Building: []
